id_miembro,fec_registro,id_ciudad,genero,rango_edad,canal_pref,activo,fec_ultima_compra
417,2024-11-24,Jaén,,46-60,Tienda,False,2025-05-20
418,2026-05-01,Barcelona,F,60+,Tienda,True,2026-05-08
419,2025-06-13,Salamanca,F,36-45,Mobile,True,2026-04-28
420,2023-04-01,Castellón,M,18-25,Mobile,True,2025-11-18
421,2023-05-27,Soria,F,46-60,Mobile,True,2024-12-18
422,2021-11-06,Segovia,F,18-25,Web,True,2022-10-29
423,2023-04-21,Alicante,M,36-45,Mobile,True,2024-05-13
424,2024-08-06,Guadalajara,,18-25,Tienda,True,2024-08-21
425,2025-12-10,Baleares,F,36-45,Web,True,2026-04-25
426,2021-12-20,Girona,F,60+,Web,True,2025-12-23
427,2021-12-23,La Coruña,,36-45,Web,True,2023-01-20
428,2024-01-22,Tarragona,,46-60,Mobile,True,2025-11-19
429,2021-12-27,Huelva,M,46-60,Mobile,True,2023-10-28
430,2024-02-23,Huelva,F,18-25,Mobile,True,2026-01-08
431,2022-04-19,Álava,,60+,Tienda,True,2026-02-13
432,2024-01-09,Pontevedra,F,60+,Mobile,True,2025-08-29
433,2022-07-11,Lugo,M,18-25,Web,True,2022-09-22
434,2022-12-27,Ceuta,F,18-25,Tienda,True,2025-04-15
435,2024-06-18,Baleares,,46-60,Mobile,False,2025-03-14
436,2022-07-02,Huelva,F,26-35,Mobile,True,2025-04-22
437,2023-01-05,Toledo,M,18-25,Tienda,True,2025-07-31
438,2021-12-01,Alicante,M,18-25,Mobile,True,2024-02-08
439,2026-01-19,Teruel,M,46-60,Tienda,True,2026-02-17
440,2025-11-04,Ávila,M,18-25,Web,True,2026-01-03
441,2022-08-08,Guadalajara,F,26-35,Mobile,True,2024-05-16
442,2021-08-29,Barcelona,F,46-60,Mobile,True,2022-01-29
443,2024-12-16,La Rioja,,18-25,Mobile,True,2025-06-11
444,2023-03-05,Melilla,M,18-25,Mobile,True,2025-04-11
445,2026-02-18,Huesca,M,60+,Mobile,True,2026-04-29
446,2023-01-07,Toledo,M,36-45,Mobile,True,2025-09-09
447,2023-11-18,Castellón,M,26-35,Mobile,True,2025-12-29
448,2023-09-26,Alicante,M,18-25,Web,True,2024-05-24
449,2025-08-06,Santa Cruz de Tenerife,,18-25,Tienda,True,2026-05-13
450,2025-12-01,La Coruña,F,46-60,Tienda,True,2026-01-04
451,2023-03-17,Cuenca,F,26-35,Tienda,True,2023-06-09
452,2024-09-17,Badajoz,,60+,Tienda,True,2025-04-09
453,2023-12-24,Salamanca,F,46-60,Tienda,True,2024-11-02
454,2021-05-24,Guadalajara,M,36-45,Web,True,2024-02-07
455,2021-07-24,Álava,M,26-35,Tienda,True,2025-09-16
456,2024-07-08,Ceuta,F,18-25,Web,True,2024-12-02
457,2025-06-26,Melilla,,18-25,Mobile,True,2026-02-13
458,2024-07-25,La Rioja,M,18-25,Tienda,True,2024-12-05
459,2023-04-27,Madrid,,60+,Web,True,2023-09-05
460,2023-08-13,Lleida,M,26-35,Web,True,2023-12-05
461,2023-11-18,Guipúzcoa,M,60+,Mobile,True,2026-04-30
462,2025-12-08,Vizcaya,M,36-45,Tienda,True,2026-01-12
463,2023-07-06,Palencia,,60+,Web,True,2023-10-21
464,2022-03-31,Baleares,F,26-35,Mobile,True,2025-09-10
465,2024-01-31,Navarra,,36-45,Mobile,True,2026-03-24
466,2021-11-06,Cantabria,M,46-60,Mobile,True,2022-05-11
467,2021-11-07,Ceuta,F,18-25,Mobile,True,2022-11-05
468,2021-06-05,Huelva,,36-45,Tienda,True,2023-09-17
469,2022-02-01,Badajoz,M,60+,Web,True,2024-08-19
470,2025-01-09,Huesca,F,36-45,Tienda,True,2026-04-01
471,2021-12-16,Álava,F,60+,Tienda,True,2022-09-25
472,2022-09-28,Huelva,M,60+,Web,True,2025-08-31
473,2024-02-07,Burgos,F,36-45,Tienda,True,2025-09-30
474,2021-12-07,Castellón,F,18-25,Tienda,True,2024-02-21
475,2024-02-14,Zaragoza,F,26-35,Web,False,2025-12-24
476,2024-03-07,Baleares,F,60+,Web,True,2026-05-04
477,2022-05-13,Madrid,,18-25,Tienda,True,2025-08-13
478,2022-02-24,Valladolid,F,26-35,Tienda,True,2022-12-24
479,2022-07-26,Barcelona,,26-35,Tienda,True,2023-12-18
480,2021-09-12,Pontevedra,F,46-60,Tienda,True,2023-04-25
481,2023-07-27,La Coruña,M,18-25,Tienda,True,2024-07-23
482,2023-06-16,Las Palmas,M,26-35,Web,True,2024-03-10
483,2022-10-15,Granada,M,18-25,Mobile,True,2024-09-16
484,2023-05-29,Zaragoza,M,18-25,Tienda,True,2024-07-01
485,2021-07-10,Teruel,,46-60,Tienda,False,2025-01-05
486,2021-11-30,Ourense,,60+,Mobile,True,2022-02-27
487,2024-03-24,Madrid,F,26-35,Tienda,True,2025-03-27
488,2026-05-09,León,M,26-35,Tienda,True,2026-05-16
489,2022-02-04,Salamanca,M,46-60,Tienda,True,2025-07-07
490,2023-10-07,Soria,F,60+,Tienda,True,2024-07-20
491,2025-02-17,Granada,F,18-25,Tienda,True,2026-03-08
492,2025-10-04,Lleida,,18-25,Tienda,True,2026-04-02
493,2024-06-25,Huelva,F,18-25,Web,True,2025-08-23
494,2025-02-19,La Coruña,M,18-25,Tienda,True,2025-11-01
495,2025-09-02,Córdoba,,46-60,Web,True,2025-10-31
496,2022-05-21,Palencia,,26-35,Tienda,True,2024-04-23
497,2022-07-10,Guipúzcoa,,60+,Mobile,True,2025-05-24
498,2022-05-26,Soria,,60+,Mobile,True,2023-08-26
499,2023-08-05,Zaragoza,,46-60,Web,True,2026-01-16
500,2025-01-12,La Rioja,M,60+,Mobile,True,2026-01-14
501,2022-12-07,Murcia,F,26-35,Tienda,False,2025-04-15
502,2024-11-23,Murcia,F,36-45,Mobile,True,2025-06-25
503,2021-05-20,Asturias,F,36-45,Mobile,True,2023-03-31
504,2022-09-16,Badajoz,,36-45,Tienda,True,2025-09-06
505,2022-02-24,Burgos,,60+,Web,True,2023-07-01
506,2023-03-28,Segovia,,36-45,Mobile,True,2026-04-14
507,2022-08-08,Girona,F,46-60,Web,True,2023-02-09
508,2023-02-25,Guipúzcoa,F,60+,Web,True,2023-03-21
509,2021-06-24,Valladolid,M,36-45,Web,True,2022-06-15
510,2023-09-18,Córdoba,M,26-35,Mobile,True,2025-04-24
511,2024-10-03,Tarragona,,36-45,Tienda,True,2026-04-02
512,2022-04-24,Huesca,,60+,Tienda,True,2023-10-31
513,2022-02-23,Granada,M,18-25,Mobile,True,2024-08-12
514,2025-01-16,Barcelona,M,26-35,Mobile,True,2025-06-20
515,2022-01-30,Cantabria,,26-35,Web,True,2023-11-24
516,2024-05-15,La Coruña,F,18-25,Tienda,True,2024-10-19
517,2022-12-29,Girona,,26-35,Tienda,True,2026-01-23
518,2021-07-16,Málaga,,36-45,Mobile,True,2025-04-20
519,2023-03-17,Albacete,F,60+,Web,False,2023-09-03
520,2025-07-23,Lugo,,36-45,Web,False,2025-10-02
521,2024-12-04,La Rioja,F,18-25,Web,True,2024-12-08
522,2023-06-19,Barcelona,F,46-60,Mobile,True,2025-03-10
523,2023-12-27,Navarra,M,60+,Web,True,2026-02-14
524,2026-01-03,León,M,36-45,Tienda,True,2026-02-09
525,2025-10-04,Jaén,F,60+,Tienda,True,2026-01-31
526,2021-11-14,Lugo,F,60+,Tienda,True,2023-08-17
527,2022-12-02,Murcia,M,18-25,Tienda,True,2024-07-25
528,2022-07-13,Palencia,F,60+,Tienda,True,2025-05-18
529,2025-06-02,Murcia,M,26-35,Mobile,True,2026-01-22
530,2026-05-11,Cantabria,F,26-35,Web,True,2026-05-15
531,2024-05-05,Sevilla,M,46-60,Tienda,True,2026-01-11
532,2026-01-27,Soria,,46-60,Mobile,True,2026-04-08
533,2022-05-07,La Coruña,F,60+,Mobile,True,2023-08-03
534,2024-01-18,Santa Cruz de Tenerife,M,46-60,Tienda,True,2025-06-19
535,2024-04-04,Baleares,F,46-60,Tienda,False,2025-10-18
536,2021-10-12,Toledo,M,60+,Tienda,True,2025-03-02
537,2021-06-21,Salamanca,M,26-35,Web,True,2022-04-21
538,2025-06-16,Navarra,F,36-45,Tienda,False,2025-12-15
539,2025-02-14,Teruel,M,18-25,Tienda,True,2026-05-10
540,2022-10-17,Álava,F,36-45,Mobile,True,2023-08-31
541,2022-07-07,Ávila,F,36-45,Tienda,True,2024-08-23
542,2024-07-09,Ciudad,F,26-35,Mobile,False,2024-11-24
543,2025-10-31,Jaén,F,60+,Web,True,2026-01-16
544,2022-04-07,Cuenca,M,26-35,Web,True,2025-07-29
545,2022-06-25,Zaragoza,M,18-25,Web,True,2026-02-13
546,2022-04-26,Granada,M,60+,Web,True,2025-05-22
547,2022-02-20,Alicante,M,36-45,Tienda,True,2023-01-14
548,2022-06-18,Ourense,F,46-60,Mobile,True,2025-06-17
549,2022-05-12,Sevilla,F,26-35,Tienda,True,2025-04-27
550,2022-03-20,Teruel,M,26-35,Tienda,True,2024-08-29
551,2025-05-01,Cáceres,F,60+,Mobile,False,2025-05-17
552,2023-11-20,Valencia,,26-35,Tienda,True,2025-09-10
553,2026-01-28,Soria,F,60+,Tienda,True,2026-04-22
554,2023-11-24,Girona,M,36-45,Web,True,2024-09-12
555,2022-12-13,León,F,26-35,Tienda,False,2023-04-15
556,2024-01-07,Teruel,F,18-25,Mobile,True,2024-04-14
557,2022-08-03,Granada,M,46-60,Tienda,True,2023-08-17
558,2023-09-09,Navarra,,36-45,Web,True,2024-07-29
559,2025-08-21,Cádiz,F,46-60,Web,True,2025-12-24
560,2024-05-18,Navarra,,18-25,Mobile,True,2024-11-17
561,2025-06-02,Guadalajara,,60+,Web,True,2026-03-29
562,2025-12-04,Huesca,M,60+,Mobile,True,2025-12-28
563,2023-11-17,Guadalajara,,18-25,Web,True,2024-05-28
564,2025-03-25,Valladolid,,36-45,Mobile,True,2025-06-03
565,2022-03-09,Alicante,F,26-35,Web,True,2024-03-21
566,2024-09-14,Ciudad,,36-45,Mobile,True,2025-02-05
567,2021-07-15,Girona,M,60+,Mobile,True,2022-06-02
568,2026-02-15,Ciudad,,36-45,Mobile,True,2026-02-21
569,2024-12-11,Toledo,,36-45,Web,True,2025-09-01
570,2021-10-11,La Coruña,F,46-60,Tienda,True,2024-03-11
571,2025-01-02,Cuenca,M,46-60,Tienda,False,2025-01-07
572,2026-04-17,Girona,,26-35,Mobile,True,2026-04-29
573,2025-01-18,Álava,,26-35,Mobile,True,2025-10-24
574,2022-07-05,Murcia,,36-45,Mobile,True,2025-06-30
575,2024-10-28,Cádiz,M,26-35,Tienda,True,2025-03-13
576,2022-04-19,Tarragona,,60+,Tienda,True,2022-11-04
577,2021-09-25,Santa Cruz de Tenerife,M,36-45,Tienda,True,2025-03-27
578,2023-12-20,Asturias,M,46-60,Web,False,2024-06-26
579,2022-03-14,Huelva,M,36-45,Web,True,2023-12-16
580,2021-07-26,Badajoz,,18-25,Web,True,2026-03-09
581,2023-07-18,Barcelona,M,18-25,Mobile,True,2024-01-21
582,2025-12-29,Pontevedra,F,36-45,Mobile,True,2026-01-06
583,2024-05-02,Vizcaya,M,26-35,Web,True,2024-09-06
584,2022-03-08,La Rioja,M,18-25,Tienda,False,2022-03-16
585,2021-09-10,Málaga,F,60+,Tienda,False,2024-05-01
586,2021-06-28,Valladolid,M,60+,Web,True,2026-03-07
587,2024-08-20,Jaén,,18-25,Mobile,True,2025-02-14
588,2025-11-20,Burgos,,46-60,Web,True,2026-03-21
589,2024-05-29,Guipúzcoa,,46-60,Tienda,True,2025-12-15
590,2025-01-03,Cáceres,M,46-60,Mobile,True,2025-03-11
591,2022-01-12,Guipúzcoa,M,26-35,Web,True,2022-12-05
592,2021-05-25,Toledo,M,46-60,Web,True,2025-01-05
593,2021-10-11,Jaén,F,26-35,Tienda,True,2024-07-02
594,2022-02-04,Sevilla,M,18-25,Web,True,2023-09-10
595,2022-07-11,Barcelona,,46-60,Tienda,True,2022-12-11
596,2025-08-18,Alicante,F,26-35,Mobile,True,2025-08-28
597,2021-07-25,Cuenca,M,60+,Tienda,True,2021-08-24
598,2025-05-07,Santa Cruz de Tenerife,,36-45,Mobile,False,2025-07-17
599,2023-08-07,León,,60+,Tienda,True,2025-05-09
600,2021-12-18,Teruel,,18-25,Tienda,True,2024-07-19
601,2025-07-03,Toledo,F,46-60,Web,True,2026-02-09
602,2026-04-29,Ourense,,60+,Mobile,True,2026-05-03
603,2022-09-07,Guadalajara,,46-60,Tienda,True,2024-03-29
604,2023-06-19,Vizcaya,M,36-45,Mobile,True,2025-09-20
605,2021-07-03,Madrid,F,36-45,Mobile,True,2025-05-21
606,2021-08-07,Granada,F,36-45,Tienda,True,2025-03-26
607,2024-10-28,Cádiz,,60+,Web,True,2025-04-28
608,2022-04-21,Cantabria,,46-60,Web,True,2024-08-03
609,2021-11-19,Pontevedra,M,26-35,Tienda,True,2022-12-07
610,2022-10-20,Lleida,M,46-60,Mobile,True,2025-09-07
611,2022-11-14,Cáceres,F,18-25,Web,True,2026-04-29
612,2024-04-13,Málaga,,26-35,Mobile,True,2025-05-22
613,2023-06-07,Badajoz,F,36-45,Tienda,True,2025-01-23
614,2021-05-22,León,,18-25,Web,True,2022-11-13
615,2021-07-31,Sevilla,,46-60,Tienda,True,2022-04-24
616,2023-05-06,Valladolid,M,60+,Tienda,True,2024-07-28
617,2024-06-29,Melilla,,60+,Tienda,True,2024-09-05
618,2023-12-24,Granada,F,60+,Mobile,True,2025-09-04
619,2026-01-29,Almería,M,36-45,Tienda,True,2026-02-17
620,2022-06-21,Madrid,M,26-35,Web,True,2024-02-28
621,2024-09-11,Girona,F,36-45,Mobile,True,2024-10-18
622,2022-01-23,Salamanca,F,26-35,Web,True,2025-05-30
623,2025-12-29,Guipúzcoa,M,18-25,Tienda,True,2026-05-12
624,2022-11-03,Soria,M,46-60,Mobile,True,2024-12-29
625,2025-11-14,Ávila,,18-25,Tienda,True,2026-01-08
626,2023-04-14,Almería,M,26-35,Tienda,True,2024-09-07
627,2026-01-17,Santa Cruz de Tenerife,F,46-60,Mobile,True,2026-05-03
628,2024-08-27,Las Palmas,,60+,Web,True,2026-04-09
629,2021-09-29,Alicante,,36-45,Tienda,True,2022-02-08
630,2021-10-07,Ceuta,M,18-25,Web,True,2024-07-30
631,2026-04-27,Cáceres,M,36-45,Web,True,2026-05-17
632,2025-03-17,Burgos,M,60+,Tienda,True,2025-09-22
633,2021-06-01,Valencia,F,18-25,Web,True,2025-08-02
634,2024-04-10,Vizcaya,F,26-35,Web,True,2026-04-05
635,2024-04-24,La Coruña,,60+,Tienda,True,2024-11-06
636,2024-08-26,Soria,M,46-60,Tienda,False,2025-05-27
637,2023-05-14,Tarragona,F,18-25,Web,True,2023-11-23
638,2023-07-15,Alicante,F,36-45,Mobile,True,2024-12-16
639,2025-10-14,Badajoz,F,60+,Web,True,2026-01-14
640,2021-10-05,Teruel,F,26-35,Web,True,2025-01-24
641,2023-11-12,La Coruña,F,60+,Mobile,True,2025-10-07
642,2025-11-02,Zaragoza,M,26-35,Tienda,True,2026-03-29
643,2023-08-31,La Rioja,M,60+,Tienda,True,2025-09-12
644,2022-07-31,Cáceres,M,46-60,Tienda,False,2024-08-05
645,2022-11-06,Toledo,,36-45,Mobile,False,2025-01-18
646,2024-06-21,Las Palmas,F,36-45,Tienda,False,2025-03-18
647,2022-01-30,Jaén,,36-45,Web,False,2024-03-02
648,2023-02-14,Jaén,,46-60,Tienda,True,2023-06-15
649,2025-09-13,Córdoba,F,26-35,Tienda,True,2026-02-01
650,2025-08-26,Cantabria,,36-45,Web,True,2026-01-24
651,2022-07-07,Girona,M,18-25,Mobile,True,2023-01-19
652,2024-05-02,Huelva,,26-35,Tienda,True,2024-08-26
653,2025-04-27,Girona,F,18-25,Mobile,True,2025-05-23
654,2023-07-07,Badajoz,,26-35,Web,True,2023-07-18
655,2024-06-17,Álava,,36-45,Mobile,True,2024-09-20
656,2021-12-01,Castellón,F,36-45,Tienda,True,2024-08-15
657,2023-07-28,Vizcaya,F,18-25,Web,True,2024-08-25
658,2026-03-03,La Rioja,F,46-60,Tienda,False,2026-03-13
659,2025-12-26,Badajoz,,18-25,Web,True,2026-01-19
660,2024-02-03,Álava,F,36-45,Tienda,True,2026-01-21
661,2023-03-03,Almería,F,18-25,Tienda,True,2024-03-17
662,2025-08-15,Burgos,F,26-35,Tienda,True,2026-03-13
663,2022-05-02,Cantabria,,36-45,Mobile,True,2022-07-08
664,2025-03-28,Santa Cruz de Tenerife,,18-25,Tienda,True,2025-05-30
665,2026-04-13,Huelva,,36-45,Tienda,True,2026-04-15
666,2024-06-10,Segovia,M,26-35,Tienda,True,2026-04-15
667,2022-12-23,Huesca,F,18-25,Web,True,2023-02-07
668,2022-07-24,Toledo,M,36-45,Mobile,True,2026-02-10
669,2024-09-12,Zaragoza,M,60+,Tienda,True,2025-04-26
670,2022-12-31,Madrid,M,60+,Web,True,2023-07-31
671,2025-07-28,Ciudad,,36-45,Tienda,True,2026-04-03
672,2023-12-02,Toledo,F,46-60,Web,True,2024-07-29
673,2025-02-19,Cantabria,M,36-45,Mobile,True,2025-12-03
674,2023-06-11,La Coruña,M,60+,Mobile,True,2025-01-08
675,2021-09-23,Badajoz,M,36-45,Web,True,2025-03-21
676,2024-03-31,La Rioja,M,46-60,Tienda,True,2024-08-26
677,2024-12-03,Sevilla,F,60+,Web,True,2025-04-14
678,2022-02-26,Burgos,F,46-60,Tienda,True,2026-05-10
679,2024-09-21,La Coruña,F,36-45,Web,True,2025-06-20
680,2023-05-02,Girona,,26-35,Web,True,2025-01-13
681,2024-12-20,Huelva,F,46-60,Tienda,True,2026-05-07
682,2021-06-15,Navarra,M,18-25,Mobile,True,2026-01-24
683,2025-05-30,La Coruña,,60+,Web,True,2025-11-29
684,2022-09-14,Albacete,F,18-25,Web,True,2025-12-11
685,2022-02-07,Cáceres,,36-45,Web,False,2025-08-01
686,2023-12-08,Segovia,F,26-35,Mobile,True,2024-05-05
687,2024-02-11,Córdoba,M,36-45,Mobile,True,2025-11-24
688,2025-05-06,Zamora,F,46-60,Tienda,True,2026-05-17
689,2022-01-29,Valencia,F,26-35,Web,True,2025-11-13
690,2024-02-07,León,M,18-25,Tienda,True,2025-07-10
691,2023-07-28,La Rioja,,18-25,Web,True,2024-10-30
692,2022-08-18,Baleares,F,60+,Mobile,True,2023-11-10
693,2024-06-30,Vizcaya,M,36-45,Tienda,True,2024-08-09
694,2026-05-02,Madrid,M,18-25,Mobile,False,2026-05-09
695,2022-05-19,Zaragoza,F,60+,Mobile,True,2022-08-06
696,2022-08-12,Lleida,M,18-25,Mobile,True,2023-05-22
697,2022-09-14,Asturias,M,46-60,Web,True,2023-11-02
698,2025-03-15,Cádiz,F,46-60,Web,False,2025-05-17
699,2021-09-25,Asturias,,46-60,Tienda,True,2026-03-22
700,2025-06-07,Burgos,F,36-45,Web,True,2025-12-08
701,2022-04-14,Sevilla,M,46-60,Tienda,True,2022-04-20
702,2021-12-13,Zamora,M,46-60,Web,True,2023-01-05
703,2021-08-19,Tarragona,F,46-60,Mobile,True,2023-04-12
704,2025-04-20,Tarragona,M,26-35,Tienda,True,2025-09-11
705,2025-06-18,Badajoz,F,46-60,Web,True,2025-10-30
706,2022-06-21,León,F,46-60,Mobile,True,2025-03-31
707,2021-08-18,Albacete,M,46-60,Web,True,2023-12-07
708,2023-04-22,Las Palmas,F,46-60,Web,True,2023-07-23
709,2023-01-17,Álava,F,60+,Tienda,True,2023-06-11
710,2023-09-10,Madrid,,18-25,Mobile,True,2026-04-13
711,2021-11-07,Almería,F,60+,Tienda,True,2025-05-03
712,2021-05-31,Albacete,F,60+,Mobile,True,2023-03-31
713,2024-08-05,Álava,,46-60,Web,False,2024-10-18
714,2023-07-19,Valladolid,M,60+,Web,True,2025-10-31
715,2024-09-30,Valladolid,F,18-25,Mobile,True,2025-05-27
716,2022-09-24,Baleares,,60+,Mobile,True,2024-02-25
717,2025-01-23,Tarragona,,36-45,Tienda,True,2026-01-29
718,2026-04-01,Castellón,M,18-25,Tienda,False,2026-05-15
719,2022-06-09,Baleares,F,18-25,Tienda,False,2025-02-11
720,2021-10-19,Cantabria,F,36-45,Tienda,True,2024-10-06
721,2024-08-24,Granada,F,26-35,Mobile,True,2026-02-28
722,2026-03-24,Baleares,M,60+,Web,False,2026-04-16
723,2023-02-13,Cantabria,F,36-45,Mobile,True,2024-11-03
724,2021-11-23,Cantabria,M,26-35,Web,False,2022-02-15
725,2022-11-14,Teruel,,18-25,Web,True,2023-07-21
726,2021-10-11,Huesca,F,60+,Mobile,True,2023-03-01
727,2021-06-15,Melilla,,60+,Mobile,True,2022-06-25
728,2022-05-14,Ávila,M,36-45,Mobile,False,2024-02-29
729,2024-08-15,Ciudad,,36-45,Mobile,True,2025-07-21
730,2023-05-28,Sevilla,M,60+,Web,False,2024-06-03
731,2025-03-24,Guipúzcoa,,46-60,Web,True,2026-01-22
732,2021-08-21,Ciudad,M,36-45,Tienda,True,2026-03-20
733,2021-10-01,Teruel,M,60+,Mobile,True,2022-08-07
734,2025-03-16,Madrid,F,18-25,Web,True,2025-03-21
735,2024-02-20,Madrid,,60+,Mobile,True,2025-01-10
736,2026-05-02,Cádiz,,46-60,Mobile,True,2026-05-13
737,2024-02-16,Guipúzcoa,F,60+,Web,True,2025-04-27
738,2025-09-12,Guipúzcoa,F,26-35,Web,True,2026-03-03
739,2025-03-23,Ávila,F,36-45,Mobile,True,2025-07-24
740,2026-01-13,Castellón,F,26-35,Web,True,2026-04-20
741,2023-03-26,Vizcaya,M,18-25,Web,True,2025-09-20
742,2023-02-02,Cuenca,,46-60,Web,True,2025-06-29
743,2025-07-09,Pontevedra,M,46-60,Mobile,False,2025-10-06
744,2022-01-15,Almería,F,60+,Web,True,2024-06-07
745,2023-03-08,Alicante,,46-60,Tienda,True,2025-02-27
746,2024-05-15,La Coruña,F,36-45,Web,True,2026-03-23
747,2024-03-04,Ciudad,F,60+,Web,False,2024-07-25
748,2024-05-26,Huesca,F,26-35,Tienda,True,2025-07-27
749,2025-06-02,Granada,F,46-60,Tienda,False,2026-03-29
750,2021-06-08,Jaén,F,18-25,Web,False,2024-02-14
751,2023-08-06,Castellón,F,36-45,Web,False,2025-09-19
752,2024-03-16,Zaragoza,F,18-25,Web,True,2024-11-14
753,2026-01-19,Ávila,F,46-60,Tienda,True,2026-02-16
754,2023-06-02,Palencia,,60+,Web,True,2023-08-15
755,2021-09-28,León,F,18-25,Tienda,True,2025-03-21
756,2021-10-25,Almería,,36-45,Tienda,True,2024-07-23
757,2023-04-01,Pontevedra,F,60+,Web,True,2023-06-03
758,2023-11-21,Almería,F,60+,Mobile,False,2024-01-01
759,2026-03-25,Albacete,,36-45,Mobile,True,2026-04-14
760,2022-06-08,Burgos,F,36-45,Web,True,2024-10-30
761,2021-12-16,Salamanca,,60+,Tienda,True,2023-12-17
762,2024-11-23,Tarragona,,60+,Mobile,True,2026-05-03
763,2021-11-25,Vizcaya,,46-60,Tienda,True,2024-07-17
764,2026-01-31,Guipúzcoa,,18-25,Tienda,True,2026-04-11
765,2022-05-16,La Rioja,,60+,Web,True,2025-11-09
766,2025-05-23,La Rioja,F,18-25,Web,True,2025-12-10
767,2022-03-15,Sevilla,M,36-45,Mobile,True,2022-10-15
768,2023-04-03,León,,36-45,Mobile,True,2025-05-29
769,2025-04-07,Huesca,M,18-25,Tienda,True,2025-12-23
770,2025-03-10,Álava,,26-35,Tienda,True,2025-07-10
771,2023-09-30,Baleares,F,26-35,Mobile,True,2026-01-04
772,2023-10-21,Almería,F,26-35,Tienda,True,2025-03-26
773,2022-03-30,Teruel,F,18-25,Web,False,2024-03-29
774,2022-04-13,Ceuta,M,46-60,Mobile,True,2022-12-31
775,2022-10-08,Ourense,M,46-60,Tienda,True,2023-02-08
776,2025-01-22,Málaga,M,60+,Tienda,True,2026-04-23
777,2021-05-20,Asturias,M,36-45,Web,True,2024-05-17
778,2023-06-19,Baleares,M,46-60,Mobile,True,2026-04-03
779,2023-08-08,Lleida,F,46-60,Tienda,True,2025-02-03
780,2024-04-09,Huelva,M,46-60,Tienda,True,2026-01-21
781,2022-06-25,Zaragoza,F,36-45,Web,True,2023-02-21
782,2025-01-20,Girona,F,18-25,Mobile,True,2025-07-22
783,2025-04-02,Granada,F,36-45,Tienda,True,2025-04-11
784,2022-05-14,Badajoz,M,60+,Tienda,True,2022-09-25
785,2023-12-10,Santa Cruz de Tenerife,F,60+,Tienda,True,2024-04-05
786,2024-05-28,Segovia,F,36-45,Mobile,True,2024-08-29
787,2025-11-02,Huelva,F,60+,Mobile,True,2025-11-28
788,2022-02-27,Toledo,,26-35,Tienda,False,2025-07-06
789,2025-04-17,Guadalajara,M,60+,Mobile,True,2026-04-11
790,2024-07-06,Navarra,F,60+,Web,True,2024-10-14
791,2022-12-15,Girona,M,18-25,Mobile,True,2024-11-22
792,2022-04-13,Álava,,18-25,Tienda,True,2026-02-24
793,2024-01-14,Lugo,F,26-35,Tienda,True,2024-09-30
794,2025-03-02,Pontevedra,F,26-35,Web,True,2025-06-24
795,2024-01-06,Melilla,,18-25,Web,False,2025-08-25
796,2024-10-25,Ávila,,26-35,Tienda,True,2024-12-20
797,2022-06-08,Burgos,,18-25,Web,False,2022-11-06
798,2022-03-23,Ceuta,M,46-60,Tienda,False,2026-04-29
799,2023-03-03,Ávila,M,18-25,Tienda,True,2024-04-11
800,2025-07-27,Segovia,F,36-45,Mobile,True,2025-10-04
801,2025-06-06,Jaén,,46-60,Mobile,True,2026-04-11
802,2024-08-29,Soria,,36-45,Mobile,True,2024-11-15
803,2025-09-11,La Coruña,M,36-45,Web,True,2025-10-06
804,2025-04-24,Alicante,F,36-45,Web,True,2026-03-24
805,2021-11-25,Castellón,F,26-35,Mobile,True,2025-08-01
806,2025-03-23,Melilla,F,26-35,Tienda,True,2026-05-13
807,2022-09-09,Zaragoza,M,46-60,Web,True,2022-12-10
808,2026-01-19,Barcelona,,46-60,Web,False,2026-04-29
809,2026-01-10,Lugo,,18-25,Mobile,True,2026-03-16
810,2023-12-29,Lugo,M,18-25,Web,True,2024-05-21
811,2024-07-01,Salamanca,,36-45,Mobile,True,2026-01-04
812,2021-11-10,Málaga,F,26-35,Tienda,True,2023-04-30
813,2022-11-27,Santa Cruz de Tenerife,M,46-60,Mobile,True,2023-10-11
814,2026-05-15,Asturias,,36-45,Mobile,False,2026-05-15
815,2021-06-16,Vizcaya,M,60+,Tienda,True,2022-04-23
816,2021-12-05,Vizcaya,F,46-60,Mobile,True,2022-03-29
817,2022-08-08,Sevilla,,26-35,Web,True,2025-08-16
818,2025-12-23,Melilla,,46-60,Web,False,2026-03-23
819,2023-04-26,Baleares,,36-45,Mobile,True,2024-11-17
820,2022-11-25,Guadalajara,F,18-25,Tienda,True,2024-08-27
821,2022-06-05,Albacete,F,60+,Mobile,True,2024-05-06
822,2025-12-21,Lleida,F,36-45,Tienda,True,2026-02-09
823,2024-06-19,Burgos,M,60+,Web,True,2026-05-08
824,2025-08-16,Las Palmas,,26-35,Mobile,True,2026-03-26
825,2023-04-05,Palencia,M,36-45,Mobile,True,2025-01-13
826,2023-02-08,Cáceres,,46-60,Tienda,True,2023-10-04
827,2026-04-22,Melilla,M,18-25,Web,True,2026-05-02
828,2023-09-10,Huelva,,60+,Web,True,2024-04-20
829,2023-10-20,Teruel,F,18-25,Tienda,True,2024-02-06
830,2023-03-25,Lugo,F,60+,Mobile,True,2025-07-23
831,2025-04-12,Málaga,M,36-45,Web,True,2025-06-22
832,2021-09-21,Soria,,18-25,Mobile,True,2024-08-02
833,2021-11-24,Sevilla,M,60+,Mobile,True,2025-04-20
